_id,_action,_visible,_lat,_lon
-127591,modify,true,-16.91418216001,145.75784514633
-127592,modify,true,-16.91432565943,145.7581412759
-127594,modify,true,-16.9144617998,145.75837971788
-127597,modify,true,-16.91455010702,145.75854508894
-127598,modify,true,-16.91429990313,145.75893351863
-127600,modify,true,-16.91445812033,145.75904889379
-127602,modify,true,-16.91454274809,145.75891428944
-127604,modify,true,-16.91463473473,145.75898736037
-127606,modify,true,-16.91467520884,145.75897582286
-127608,modify,true,-16.91478559273,145.75904504795
-127610,modify,true,-16.91484814357,145.75891813528
-127612,modify,true,-16.9147487981,145.75883352683
-127614,modify,true,-16.91475247757,145.75877583925
-127616,modify,true,-16.91465681152,145.75866815577
-127618,modify,true,-16.91467152937,145.75859508484
-127622,modify,true,-16.91463473473,145.75904504795
-127623,modify,true,-16.91457218382,145.75917580646
-127625,modify,true,-16.91466784991,145.75926041491
-127627,modify,true,-16.91474511864,145.75925656907
-127629,modify,true,-16.91493645061,145.75940655677
-127631,modify,true,-16.91499164248,145.75935271503
-127633,modify,true,-16.91495116844,145.75932194832
-127635,modify,true,-16.91498060411,145.75926426074
-127637,modify,true,-16.91485550249,145.75910658136
-127639,modify,true,-16.91489597655,145.75899120621
-127644,modify,true,-16.91430726207,145.76022572037
-127645,modify,true,-16.91407913472,145.76061030423
-127648,modify,true,-16.91401658362,145.76002573677
-127649,modify,true,-16.91416744211,145.76012188273
-127651,modify,true,-16.91403130153,145.76030648298
-127653,modify,true,-16.91367439195,145.76008342435
-127655,modify,true,-16.91373326368,145.75993728248
-127657,modify,true,-16.91370382782,145.75986421155
-127659,modify,true,-16.91375534058,145.75981806149
-127663,modify,true,-16.91405337839,145.75792590894
-127664,modify,true,-16.91431462101,145.75842202211
-127667,modify,true,-16.91420055738,145.75849509304
-127668,modify,true,-16.91409385262,145.75827588024
-127671,modify,true,-16.91388780188,145.75809512583
-127672,modify,true,-16.91400554519,145.7585604723
-127675,modify,true,-16.91365231505,145.75823742186
-127676,modify,true,-16.91369646886,145.75846048049
-127679,modify,true,-16.91376269954,145.75870661416
-127680,modify,true,-16.9139540325,145.75884891018
-127682,modify,true,-16.91399450676,145.75877968509
-127684,modify,true,-16.91418583948,145.75889506025
-127686,modify,true,-16.91387308396,145.75931041081
-127688,modify,true,-16.91361552021,145.75908735217
-127690,modify,true,-16.9136633535,145.75901812708
-127692,modify,true,-16.91360816124,145.75898736037
-127694,modify,true,-16.91367439195,145.75887967689
-127696,modify,true,-16.9136412766,145.7588604477
-127700,modify,true,-16.91403866048,145.75955654447
-127701,modify,true,-16.91421895474,145.75970268633
-127703,modify,true,-16.91417848053,145.75956808199
-127706,modify,true,-16.91444340246,145.75939886509
-127707,modify,true,-16.91449859448,145.75955654447
-127710,modify,true,-16.9143661336,145.75921811068
-127711,modify,true,-16.91428150577,145.75935271503
-127714,modify,true,-16.91407913472,145.75934502335
-127715,modify,true,-16.91347937922,145.75918734397
-127716,modify,true,-16.91350881512,145.75954885279
-127717,modify,true,-16.91360080227,145.75962192373
-127720,modify,true,-16.91363759712,145.75957577366
-127721,modify,true,-16.92053282456,145.76119487168
-127722,modify,true,-16.92082349295,145.76146408038
-127725,modify,true,-16.92077198213,145.76107949652
-127726,modify,true,-16.92088236245,145.76116410497
-127729,modify,true,-16.9210295361,145.7613563969
-127730,modify,true,-16.92113623693,145.76141793031
-127731,modify,true,-16.92118038898,145.76146023454
-127732,modify,true,-16.92126869305,145.76153330547
-127733,modify,true,-16.92136435574,145.76157176385
-127734,modify,true,-16.921202465,145.76181405168
-127737,modify,true,-16.92101849808,145.76150253876
-127738,modify,true,-16.92094123193,145.76159868472
-127741,modify,true,-16.92151888768,145.7617563641
-127742,modify,true,-16.92133124174,145.76190635181
-127743,modify,true,-16.92135699708,145.76196403938
-127746,modify,true,-16.92126133438,145.76206787702
-127747,modify,true,-16.92039300922,145.76074490857
-127748,modify,true,-16.92018696537,145.76100257975
-127751,modify,true,-16.92022007958,145.76068337516
-127752,modify,true,-16.92051442781,145.76085259205
-127753,modify,true,-16.92045187885,145.76085259205
-127755,modify,true,-16.92033781892,145.76097565888
-127758,modify,true,-16.92006186721,145.76091797131
-127759,modify,true,-16.92059169414,145.76090643379
-127760,modify,true,-16.9205512213,145.76097181305
-127764,modify,true,-16.91913098712,145.76913652822
-127765,modify,true,-16.91898749136,145.76933266598
-127767,modify,true,-16.91912362837,145.76950188288
-127769,modify,true,-16.91916778089,145.76946342449
-127772,modify,true,-16.91933703212,145.76900192387
-127773,modify,true,-16.91948420699,145.76882886114
-127774,modify,true,-16.91963138174,145.76889039455
-127775,modify,true,-16.91952835942,145.76902884474
-127778,modify,true,-16.919624023,145.76912114486
-127779,modify,true,-16.91956883248,145.76922882834
-127782,modify,true,-16.91949156573,145.76934035766
-127783,modify,true,-16.91932231463,145.76960187468
-127785,modify,true,-16.91945109265,145.76968263729
-127787,modify,true,-16.91951364195,145.76960956636
-127790,modify,true,-16.91992573089,145.76910576151
-127791,modify,true,-16.91973808336,145.76936727853
-127794,modify,true,-16.92000299746,145.76931728263
-127795,modify,true,-16.91986686109,145.76948265368
-127798,modify,true,-16.91974912145,145.76962879555
-127799,modify,true,-16.91955043564,145.76989415841
-127802,modify,true,-16.92022743829,145.76936343269
-127803,modify,true,-16.9199809213,145.76962494971
-127806,modify,true,-16.92037829181,145.76948649952
-127807,modify,true,-16.91989997535,145.77014029207
-127810,modify,true,-16.92038565051,145.77009029617
-127811,modify,true,-16.92048867236,145.77017490462
-127814,modify,true,-16.92018328602,145.770213363
-127815,modify,true,-16.92038565051,145.77042103828
-127873,modify,true,-16.92054386261,145.76951342039
-127874,modify,true,-16.92090075916,145.76986723754
-127876,modify,true,-16.92071679195,145.77011721704
-127878,modify,true,-16.92040404728,145.76987108338
-127880,modify,true,-16.92025687313,145.77007875866
-127882,modify,true,-16.92013545438,145.77007106698
-127884,modify,true,-16.9200177149,145.77024028387
-127886,modify,true,-16.92035989504,145.77052487592
-127888,modify,true,-16.92030838409,145.77058640934
-127890,modify,true,-16.91992941025,145.77025951307
-127892,modify,true,-16.92051074846,145.76954803294
-127894,modify,true,-16.92063414015,145.76960291893
-127899,modify,true,-16.91995147538,145.75801819753
-127902,modify,true,-16.91781928648,145.76636944933
